OBJECTID,LANDUSECODE,LANDUSEDESC,BASEELEV,HEIGHT,Revision,Priordraft,Area,Perimeter,ACREAGE,GlobalID,LASTUPDATE,LASTEDITOR,SHAPE_Length,SHAPE_Area
2858,MF-MOD,,,, , ,0,5869.64816777,15.71,{A8542786-F5C3-4F37-BF3B-E9C66EB173B7},2020/02/07 21:12:12+00,Payne.Ringling,5869.64841361075,684223.341979375
2859,CORE,,,,Yes, ,0,1177.00860306,1.63,{E4EBC030-3BBE-4700-9965-721085013DB9},2020/02/07 21:12:12+00,Payne.Ringling,1177.00832415239,71128.8026307786
2860,OPEN,,,, , ,0,1722.55755803,2.2,{5A5CFDFF-AEDC-4001-9189-372B28B1D9F4},2020/02/07 21:12:12+00,Payne.Ringling,1722.55780658962,95975.3678518472
2861,SF-LOW,,,, , ,0,999.30395292,1.43,{D19C243E-573E-42E3-ABE9-693E16A2A55A},2020/02/07 21:12:12+00,Payne.Ringling,999.303866064001,62305.1631194303
2862,SF-LOW,,,, , ,0,1574.26605675,2.75,{AAFB8932-AAFC-43B6-A56C-150F4E20EE05},2020/02/07 21:12:12+00,Payne.Ringling,1574.26602178604,119804.884460659
2863,OPEN,,,, , ,0,4538.31591669,22.96,{6317A5B6-8062-4CC2-976E-141676C8A345},2020/02/07 21:12:12+00,Payne.Ringling,4538.31596695554,1000308.22143518
2864,OPEN,,,, , ,0,4523.17592717,14.82,{AA63DBDB-B2A1-472F-BB05-CB3062F473A7},2020/02/07 21:12:12+00,Payne.Ringling,4523.17596236721,645605.930851904
2865,SF-LOW,,,, , ,0,2413.93093737,5.2,{1AB172B2-62E5-4FDF-B8DB-12DAB12690D4},2020/02/07 21:12:12+00,Payne.Ringling,2413.93102386112,226496.521643587
2866,SF-VL,,,, , ,0,1714.23881299,3.67,{4B3FFF6C-DC5C-4A6D-BFF8-64FB118F8999},2020/02/07 21:12:12+00,Payne.Ringling,1714.23874776897,159822.505039758
2867,SF-VL,,,, , ,0,1153.01552149,1.89,{23EAF49A-F6C0-469C-8F84-28D5CA7D69D5},2020/02/07 21:12:12+00,Payne.Ringling,1153.01542884695,82148.0899084454
2868,NO,,,, , ,0,1118.48431876,1.82,{1D176A9D-FFEA-413B-AE37-3D5A38BDD750},2020/02/07 21:12:12+00,Payne.Ringling,1118.48435154664,79397.564802277
2869,EDGE,,,,Yes, ,0,698.75099999,0.64,{35E0471A-669C-4407-A530-4C30B67D0F43},2020/02/07 21:12:12+00,Payne.Ringling,698.750914831246,28046.8774368892
2870,EDGE,,,,Yes, ,0,1611.26030844,2.77,{36D113EF-6236-4347-8585-124DF9DA5B05},2020/02/07 21:12:12+00,Payne.Ringling,1611.2601220146,120520.118347839
2871,MF-MOD,,,, , ,0,1475.69285717,2.14,{8FB0CB7E-C039-4947-9E22-E79F285F9801},2020/02/07 21:12:12+00,Payne.Ringling,1475.6928760124,93138.2634471758
2872,COI,,,, , ,0,3396.77314364,14.45,{22B59D69-444B-4FD6-B98F-7CFA276A23B6},2020/02/07 21:12:12+00,Payne.Ringling,3406.89088422016,629310.470038938
2873,BAYFRONT,,,,Yes, ,0,941.11209874,1.25,{72BBAC0C-A2E9-4FFA-AD03-804AEAF1EE0D},2020/02/07 21:12:12+00,Payne.Ringling,941.111914508532,54573.6809272637
2874,SF-LOW,,,, , ,0,1059.17397164,0.95,{00AE1678-3550-48A4-B01E-3CAD246629A3},2020/02/07 21:12:12+00,Payne.Ringling,1059.17402775407,41381.6444364107
2875,SF-LOW,,,, , ,0,475.22244504,0.31,{16FE3240-F4BF-407A-ACE9-79BF05F595FA},2020/02/07 21:12:12+00,Payne.Ringling,475.179920926163,13418.952166699
2876,SF-LOW,,,, , ,0,2560.93497232,4.33,{DBF87100-498D-4E43-8325-7F72448D02AD},2020/02/07 21:12:12+00,Payne.Ringling,2560.9351016524,188696.094174078
2877,CORE,,,,Yes, ,0,1140.46041506,1.13,{42D12D92-3148-4546-B55A-B38FF63D266C},2020/02/07 21:12:12+00,Payne.Ringling,1140.45992178541,49151.6825966998
2878,CORE,,,,Yes, ,0,2148.79367059,2.38,{13F2965D-BE16-4B0B-A6CD-41C02938377E},2020/02/07 21:12:12+00,Payne.Ringling,2148.79358225546,103636.580184231
2879,COI,,,, , ,0,635.94129603,0.36,{CA2F9EEC-601C-4734-A6E5-0CE168C9A640},2020/02/07 21:12:12+00,Payne.Ringling,635.941041268032,15570.0730490589
2880,MF-MOD,,,, , ,0,1474.6500161,2.13,{C395824E-C871-463A-95A3-65232D49132E},2020/02/07 21:12:12+00,Payne.Ringling,1474.65008949329,92603.4161201436
2881,MF-MOD,,,, , ,0,3639.76109982,14.33,{A0E67E9E-DBF2-4F68-8741-DA1BC866C92A},2020/02/07 21:12:12+00,Payne.Ringling,3639.76110500032,624161.259601986
2882,CORE,,,,Yes, ,0,1218.125,1.85,{23E0BA9A-0A20-4E57-8CEF-92F8B9DC343E},2020/02/07 21:12:12+00,Payne.Ringling,1218.12551648915,80417.011725196
2883,MIXED,,,, , ,0,3783.12778706,7.13,{4580EAC3-15EF-4BE1-91EF-67BF6D939E2D},2020/02/07 21:12:12+00,Payne.Ringling,3783.12776437936,310722.877347044
2884,MIXED,,,, , ,0,1291.25145336,2.24,{2C18489E-513B-4CFB-BB1A-C6D8ADC6E1B0},2020/02/07 21:12:12+00,Payne.Ringling,1291.25149517491,97512.5272053543
2885,OPEN,,,, , ,0,1227.55013534,1.5,{7AEAAD78-A858-4183-840D-506EA609FD7F},2020/02/07 21:12:12+00,Payne.Ringling,1227.55088150191,65541.1020903178
2886,MIXED,,,, , ,0,2025.4375,2.68,{5A3488D7-1916-4BBE-AEE1-C3FCF5B638DB},2020/02/07 21:12:12+00,Payne.Ringling,2025.43755017221,116765.634550397
2887,EDGE,,,,Yes, ,0,1110.29276739,1.48,{3413F7BA-EED9-4801-AFE5-303A5DD6B32E},2020/02/07 21:12:12+00,Payne.Ringling,1110.29341726308,64498.537936981
2888,SF-LOW,,,, , ,0,3979.11629353,6.9,{F46163B4-32BB-454F-85C6-4001EEF08D1A},2020/02/07 21:12:12+00,Payne.Ringling,3979.11673986453,300420.301408678
2889,EDGE,,,,Yes, ,0,1128.79053439,1.57,{2AE13009-9AF5-4E14-899D-C147681356E0},2020/02/07 21:12:12+00,Payne.Ringling,1128.79100597703,68461.4181297163
2890,SF-LOW,,,, , ,0,1133.38215655,1.62,{B755D21D-05BC-45DF-AAEE-E22C93455329},2020/02/07 21:12:12+00,Payne.Ringling,1133.38191443847,70708.4610816916
2891,SF-VL,,,, , ,0,2945.91520512,7.15,{36F3F1BC-8561-4B4D-8F6C-7DD228A1198E},2020/02/07 21:12:12+00,Payne.Ringling,2945.9156602105,311487.891213749
2892,NO,,,, , ,0,718.29242903,0.72,{AB2F95A6-191A-4925-BE6B-5D851D056405},2020/02/07 21:12:12+00,Payne.Ringling,718.292465610645,31416.8480519128
2893,CORE,,,,Yes, ,0,1000.06366686,0.96,{207ED31B-C10C-48B5-9214-E5198BFF64B0},2020/02/07 21:12:12+00,Payne.Ringling,1000.06368260281,41693.7620208053
2894,MIXED,,,, , ,0,618,0.54,{53B66C9C-F97A-4F37-A8A5-7FBA8C49D18E},2020/02/07 21:12:12+00,Payne.Ringling,618.000076338649,23564.0071221283
2895,MIXED,,,, , ,0,638.8125,0.57,{691C2ED6-34B7-44CD-A02D-2C4C9633439E},2020/02/07 21:12:12+00,Payne.Ringling,638.813026830554,24989.6947936452
2896,MF-MOD,,,, , ,0,1476.50174894,2.14,{28789F03-C44C-4452-8BE4-8382EC222FB4},2020/02/07 21:12:12+00,Payne.Ringling,1476.50183033447,93010.625167338
2897,SF-LOW,,,, , ,0,2481.5078115,6.04,{04AFF87C-1E43-484C-8479-D3F71F5ED1E6},2020/02/07 21:12:12+00,Payne.Ringling,2481.50793625734,263318.896832609
2898,SF-LOW,,,, , ,0,1932.5228036,3.93,{524701A6-408D-4D2D-9890-C67EF0BA447D},2020/02/07 21:12:12+00,Payne.Ringling,1932.52289405789,171014.623295692
2899,BAYFRONT,,,,Yes, ,0,2871.25371788,5.93,{5284B8C8-C7D4-4FA7-89E2-2B65036D710B},2020/02/07 21:12:12+00,Payne.Ringling,2871.25367589529,258149.626859377
2900,SF-LOW,,,, , ,0,2113.91482325,2.2,{57FACF56-E756-4822-8EAB-8E6366382A8E},2020/02/07 21:12:12+00,Payne.Ringling,2113.91515372292,95675.3743390874
2901,MF-MOD,,,, , ,0,729.32422701,0.83,{5951D0B7-C5A0-4984-8400-685D334BE214},2020/02/07 21:12:12+00,Payne.Ringling,729.324178442581,35953.7070705612
2902,MF-MOD,,,, , ,0,727.55354726,0.82,{E6D129D7-156B-4177-9C1C-B3B6EE905ADF},2020/02/07 21:12:12+00,Payne.Ringling,727.55361199599,35917.6499696864
2903,MF-MOD,,,, , ,0,729.34781445,0.83,{1B69868E-35D8-443D-A1FB-99DC3C8A54F1},2020/02/07 21:12:12+00,Payne.Ringling,729.348098935537,36021.4767000102
2904,SF-LOW,,,, , ,0,8784.73788083,18.16,{84898A74-E16B-4739-84AA-312FC90788B6},2020/02/07 21:12:12+00,Payne.Ringling,8784.73775715266,790845.686677106
2905,SF-LOW,,,, , ,0,4408.4757371,11.13,{D0549741-4AEE-477A-BB27-E2683A66A160},2020/02/07 21:12:12+00,Payne.Ringling,4408.4758324093,484609.752977366
2906,SF-LOW,,,, , ,0,1687.48039126,3.37,{6FFEAA06-7CAD-4E64-BDDD-E27611974916},2020/02/07 21:12:12+00,Payne.Ringling,1687.48079217839,146867.134315169
2907,CORE,,,,Yes, ,0,753.3528491,0.59,{4E8C6929-5C96-4700-AB56-9A1514C82795},2020/02/07 21:12:12+00,Payne.Ringling,753.353099696265,25670.7723425387
2908,EDGE,,,,Yes, ,0,571.65519128,0.48,{AF18E3EE-5F18-424D-BD82-98682EDCDBF6},2020/02/07 21:12:12+00,Payne.Ringling,571.655649716983,20899.8002803775
2909,SF-LOW,,,, , ,0,1537.84859176,3.09,{200D90B9-BD48-4138-AE0F-7E9420A7BB6A},2020/02/07 21:12:12+00,Payne.Ringling,1537.84915479223,134738.050792314
2910,MIXED,,,, , ,0,2042.68969057,2.97,{39E467EB-CB6D-4E94-8829-19749B1F7DCE},2020/02/07 21:12:12+00,Payne.Ringling,2042.69036239308,129495.469398567
2911,SF-LOW,,,, , ,0,2155.87559232,4.12,{8C5784C3-4177-4063-BBFD-0FC675D8D69F},2020/02/07 21:12:12+00,Payne.Ringling,2155.87539460663,179406.109467657
2912,CORE,,,,Yes, ,0,805.38980414,0.7,{F4732769-78FB-425D-95E8-5E910F170919},2020/02/07 21:12:12+00,Payne.Ringling,805.389586735062,30468.2307510377
2913,OPEN,,,, , ,0,2529.21754382,4.56,{0C4FECF2-37C7-4E8C-B2FB-31FD68707DA6},2020/02/07 21:12:12+00,Payne.Ringling,2711.88721731283,198520.983631564
2914,SF-LOW,,,, , ,0,1013.14886838,1.35,{457056B2-2DA2-43C5-A1AF-90E30AD17F8C},2020/02/07 21:12:12+00,Payne.Ringling,1013.14911364777,58738.5413944194
2915,OPEN,,,, , ,0,2500.66906508,1.8,{2F82B985-DFDA-4A17-AA8D-FA86928BC3B7},2020/02/07 21:12:12+00,Payne.Ringling,2500.66928013175,78200.0586972971
2916,EDGE,,,,Yes, ,0,3318.95947707,8.26,{90198676-D477-41DD-A524-22819B71DB25},2020/02/07 21:12:12+00,Payne.Ringling,3318.95941866983,359932.617779927
2917,MF-MOD,,,, , ,0,1475.91304395,2.14,{078A04C3-F06F-4EE5-ACC0-D3D71E5CE274},2020/02/07 21:12:12+00,Payne.Ringling,1475.91311627803,93265.7061789149
2918,CORE,,,,Yes, ,0,670.36212578,0.54,{2DB3D7A1-A313-4F62-BE13-0479C3AEDACF},2020/02/07 21:12:12+00,Payne.Ringling,670.362755971693,23533.1732966539
2919,SF-LOW,,,, , ,0,2757.00358739,5.46,{6989912B-6743-4E4F-B412-FAA19F65DBA5},2020/02/07 21:12:12+00,Payne.Ringling,2757.00405935726,237926.784434346
2920,SF-LOW,,,, , ,0,2472.15297425,6.07,{D8951D17-9907-4F97-9A03-8F01C17A5897},2020/02/07 21:12:12+00,Payne.Ringling,2472.15295398346,264249.292173381
2921,MF-MOD,,,, , ,0,2254.1367254,3.63,{49414C85-0C83-4671-AA94-F80063EEBB0B},2020/02/07 21:12:12+00,Payne.Ringling,2254.13676280176,158330.707323499
2922,SF-LOW,,,, , ,0,1359.59404199,2.25,{3D057742-25CD-45B6-B06E-C39D5D570C4B},2020/02/07 21:12:12+00,Payne.Ringling,1359.59400043071,97924.3931752305
2923,CC,,,,Yes, ,0,584.65613871,0.24,{5560A1DE-A87D-4298-AACA-9E56ADFFF0E0},2020/02/07 21:12:12+00,Payne.Ringling,746.925878235237,10418.2784688106
2924,MIXED,,,, , ,0,1724.17616788,2.51,{600E7203-EBEC-44A0-9914-21F265F76F68},2020/02/07 21:12:12+00,Payne.Ringling,1724.1755894086,109331.536994848
2925,MIXED,,,, , ,0,853.31779968,1.03,{DCC8E071-B726-4C03-9879-2F115A091E20},2020/02/07 21:12:12+00,Payne.Ringling,853.317897081848,44798.723475483
2926,MIXED,,,, , ,0,2000.53644,3.48,{A376D7DD-7A3C-450B-99A8-C32F2AF3E5C9},2020/02/07 21:12:12+00,Payne.Ringling,2000.53629332596,151676.022964152
2927,CORE,,,,Yes, ,0,1192.62532384,1.83,{5D21B48B-932A-4B66-9FD7-64F32DDD1C59},2020/02/07 21:12:12+00,Payne.Ringling,1192.62523504077,79612.8933097826
2928,MIXED,,,, , ,0,778.10460593,0.87,{48F97440-14F7-4361-A26C-10A09BE89EE7},2020/02/07 21:12:12+00,Payne.Ringling,778.104445451808,37783.6002137176
2929,EDGE,,,,Yes, ,0,1410.72060994,1.86,{D8318CFB-6C7D-4EF5-BA1B-83BAD78B1256},2020/02/07 21:12:12+00,Payne.Ringling,1379.68524789207,103038.806670088
2930,MIXED,,,, , ,0,731.84678011,0.77,{E70F9277-908B-4148-91B3-478509101348},2020/02/07 21:12:12+00,Payne.Ringling,731.846425331427,33427.881236513
2931,EDGE,,,,Yes, ,0,1207.27000189,2,{B36A7A3E-7E39-4D0D-88BE-908A370860BF},2020/02/07 21:12:12+00,Payne.Ringling,1207.26988295328,87286.5938183536
2932,CORE,,,,Yes, ,0,748.46924906,0.63,{17B9B5E5-969B-44D4-BFCA-2F6229DCCE8C},2020/02/07 21:12:12+00,Payne.Ringling,748.469219965756,27418.5238198035
2933,OPEN,,,, , ,0,154.72525191,0.01,{15938278-3159-4996-B493-538CEC50A091},2020/02/07 21:12:12+00,Payne.Ringling,163.117612125077,480.485668867786
2934,SF-LOW,,,, , ,0,912.7663728,1.13,{AB016F09-328D-4C00-972C-155E5C9F1BE7},2020/02/07 21:12:12+00,Payne.Ringling,912.76625782517,49132.1919121193
2935,SF-LOW,,,, , ,0,2167.56771103,3.62,{C9F9F8B9-8462-45A1-A2F9-790A3EE350D7},2020/02/07 21:12:12+00,Payne.Ringling,2167.56772631522,157528.340347291
2936,MF-MOD,,,, , ,0,1480.65370938,2.15,{DE8D0E8C-987D-4A7A-BF72-24DC0BE97CCF},2020/02/07 21:12:12+00,Payne.Ringling,1480.65391379145,93482.3660380696
2937,CORE,,,,Yes, ,0,853.20978134,0.7,{26C739AC-EEA4-4CF9-9293-1A575D68FA1C},2020/02/07 21:12:12+00,Payne.Ringling,853.210155987888,30607.4164534055
2938,MF-MOD,,,, , ,0,2620.31399578,4.38,{F171DB7B-1D6D-4E06-9489-A62ABB363994},2020/02/07 21:12:12+00,Payne.Ringling,2620.31393904717,190905.597570877
2939,SF-VL,,,, , ,0,12501.3342785,32.01,{A8B34651-74C9-425E-8080-98FD4DA4953C},2020/02/07 21:12:12+00,Payne.Ringling,12501.3339686101,1394363.35891553
2940,SF-LOW,,,, , ,0,2757.55942974,5.47,{9164E1E2-0D37-4B13-A53E-34A736128A7E},2020/02/07 21:12:12+00,Payne.Ringling,2757.55925818114,238122.339769521
2941,SF-LOW,,,, , ,0,4349.29258976,7.53,{A60B8A07-43E7-46BF-9E0D-B8DF2430A14E},2020/02/07 21:12:12+00,Payne.Ringling,4349.29287824033,327857.367940939
2942,OPEN,,,, , ,0,287.48045048,0.02,{9E0F704E-AF06-42FC-BEA2-CB6206D3696B},2020/02/07 21:12:12+00,Payne.Ringling,165.93580688039,1042.75490028056
2943,MIXED,,,, , ,0,621.93863367,0.53,{147A779D-6C73-481E-B895-AE20FFA57143},2020/02/07 21:12:12+00,Payne.Ringling,621.938210012747,22917.7090647053
2944,MIXED,,,, , ,0,622.12608471,0.53,{341455A6-91E4-410E-B0E1-5F5BC5CFDC3F},2020/02/07 21:12:12+00,Payne.Ringling,622.126152910516,22927.6001772293
2945,MIXED,,,, , ,0,596.56331036,0.47,{084EACFB-CA2B-4046-9228-7AF833CDD1BB},2020/02/07 21:12:12+00,Payne.Ringling,596.563593647256,20475.0432534603
2946,MIXED,,,, , ,0,782.01445932,0.88,{E1C3F181-0BD4-490C-A4E1-3184C644564B},2020/02/07 21:12:12+00,Payne.Ringling,782.014863797711,38202.9714034884
2947,MIXED,,,, , ,0,782.01452215,0.88,{0BB444B5-6D2E-40F5-8342-A536A7FBE976},2020/02/07 21:12:12+00,Payne.Ringling,782.014270518211,38205.294161523
2948,MIXED,,,, , ,0,1740.81453352,2.95,{0ED8EDF0-5F10-4166-AD16-8136A224524C},2020/02/07 21:12:12+00,Payne.Ringling,1740.81449675277,128415.88668676
2949,MF-MOD,,,, , ,0,1392.79297298,1.98,{EF44407E-0389-4FD8-9511-74306E793B5F},2020/02/07 21:12:12+00,Payne.Ringling,1392.79315814373,86390.2906229428
2950,SF-LOW,,,, , ,0,812.81446413,0.94,{CA5354A5-8F79-4B68-8811-5C1832E597F5},2020/02/07 21:12:12+00,Payne.Ringling,812.815176452589,40859.5963678536
2951,SF-LOW,,,, , ,0,2321.5968451,4.01,{BB6E101F-D744-4DC7-8C6A-140251F98B0D},2020/02/07 21:12:12+00,Payne.Ringling,2321.59737169486,174596.182421881
2952,CORE,,,,Yes, ,0,691.20455126,0.69,{C92C0E0E-A772-409B-AD8A-9A853526AA95},2020/02/07 21:12:12+00,Payne.Ringling,691.204395244004,29841.4836163852
2953,COI,,,, , ,0,2015.90505258,4.3,{F712C40D-8B3F-4A13-A40B-756D12DCF202},2020/02/07 21:12:12+00,Payne.Ringling,2015.90504672244,187344.88294233
2954,SF-VL,,,, , ,0,3976.45843731,7.33,{A6C2E8E1-867F-4EEB-BCC0-F05EE09B7336},2020/02/07 21:12:12+00,Payne.Ringling,3976.46049814855,319393.60233566
2955,MF-MOD,,,, , ,0,2847.16497249,4.83,{D3BDCE93-8CA5-42CA-B5F4-E0DA728EC127},2020/02/07 21:12:12+00,Payne.Ringling,2847.16498945446,210396.019875196
2956,EDGE,,,,Yes, ,0,786.18918675,0.87,{A26F5505-1F22-4B13-A37F-7258B6CEE613},2020/02/07 21:12:12+00,Payne.Ringling,786.18947557003,37911.5258789604
2957,SF-LOW,,,, , ,0,2758.0370531,5.47,{CCB97B69-4359-4BD1-88B4-A1DCC42D7393},2020/02/07 21:12:12+00,Payne.Ringling,2758.03725789216,238173.005177604
2958,MIXED,,,, , ,0,1029.18946708,1.09,{01A763FF-BEEC-44A6-AB37-C163FBE9B725},2020/02/07 21:12:12+00,Payne.Ringling,1029.18888507862,47377.0718719269
2959,MIXED,,,, , ,0,1267.34617722,2.17,{BF9CC7A6-1012-4E26-B1E4-E265AA51B64F},2020/02/07 21:12:12+00,Payne.Ringling,1267.34634896795,94328.912428394
2960,MIXED,,,, , ,0,1314.57277647,2.4,{383BD97F-66EA-4248-8EE3-5C15B4F82C4C},2020/02/07 21:12:12+00,Payne.Ringling,1314.57260682672,104395.982267225
2961,MIXED,,,, , ,0,1126.01887502,1.67,{A531455F-0636-42D9-BD98-297A146BD3DD},2020/02/07 21:12:12+00,Payne.Ringling,1126.01859147091,72603.8989194313
2962,EDGE,,,,Yes, ,0,1178.08849125,1.8,{DF77980F-BBB6-4613-8DB1-F8A1768D42B8},2020/02/07 21:12:12+00,Payne.Ringling,1178.08850757416,78346.357007322
2963,MIXED,,,, , ,0,3282.10060105,5.86,{3762DFB3-CFB1-4E45-AAFB-DE310924A1E4},2020/02/07 21:12:12+00,Payne.Ringling,3282.10035423331,255064.50391539
2964,MIXED,,,, , ,0,1126.02026767,1.67,{777F6AC0-42F5-482B-A0AA-7A486A504B57},2020/02/07 21:12:12+00,Payne.Ringling,1126.01998406862,72601.5767912249
2965,EDGE,,,,Yes, ,0,1185.31003985,1.91,{39FE4084-18D6-4BAC-B223-B76CBC335721},2020/02/07 21:12:12+00,Payne.Ringling,1185.31021105214,83352.1294803863
2966,CORE,,,,Yes, ,0,455.08606103,0.31,{8726F212-2FEA-413C-8552-9E33BBFF0301},2020/02/07 21:12:12+00,Payne.Ringling,455.085940928791,13299.3813286495
2967,EDGE,,,,Yes, ,0,1090.01795099,1.68,{57DCA430-6CAF-4399-B21A-8E0DBBF7A480},2020/02/07 21:12:12+00,Payne.Ringling,1090.01773941833,73194.8711177383
2968,SF-LOW,,,, , ,0,1169.9444205,1.77,{53BEC715-9A38-46D0-9F31-122FB1075F59},2020/02/07 21:12:12+00,Payne.Ringling,1169.94428317,77030.5369294318
2969,SF-LOW,,,, , ,0,693.88755217,0.71,{56155075-6A25-4495-A491-2EBA1C50CD22},2020/02/07 21:12:12+00,Payne.Ringling,693.887478065903,30951.3557608014
2970,SF-LOW,,,, , ,0,2433.16758372,4.24,{04569DEE-4CBB-4259-883C-2234C002EFFE},2020/02/07 21:12:12+00,Payne.Ringling,2433.16777014321,184699.121386691
2971,MF-MOD,,,, , ,0,3100.63946343,5.28,{CF2B7D37-99CC-4C45-A1DB-8FBB70732147},2020/02/07 21:12:12+00,Payne.Ringling,3100.63955043148,230133.872001287
2972,EDGE,,,,Yes, ,0,855.96471248,0.89,{B2FE34E5-9860-4E32-8E0C-9863477CE93F},2020/02/07 21:12:12+00,Payne.Ringling,855.964617523874,38732.3534463014
2973,OPEN,,,, , ,0,1413.92172768,1.85,{DF3C0E7A-5BED-409C-92AF-682C8A4BEA6F},2020/02/07 21:12:12+00,Payne.Ringling,1413.92147843329,80623.6798390516
2974,EDGE,,,,Yes, ,0,647.96839323,0.54,{EC1E07FD-8192-4400-9EDB-E6D7CDF80DEF},2020/02/07 21:12:12+00,Payne.Ringling,647.968215111045,23563.3876304955
2975,SF-LOW,,,, , ,0,2690.6990952,3.52,{86B4E3E7-343B-4A98-9044-D02A60AD25D3},2020/02/07 21:12:12+00,Payne.Ringling,2690.69891953063,153418.198618206
2976,EDGE,,,,Yes, ,0,677.26270891,0.57,{E08BB99B-A444-45DA-A297-4A9583AE22BF},2020/02/07 21:12:12+00,Payne.Ringling,677.262440471676,24958.4182087105
2977,SF-LOW,,,, , ,0,438.34517547,0.27,{13C4074D-C0E1-4629-B911-A9143474DF66},2020/02/07 21:12:12+00,Payne.Ringling,438.345501589482,11607.6171194395
2978,SF-LOW,,,, , ,0,2341.94354268,2.21,{C61261A1-6538-4AA3-BAEA-F8D681934A0A},2020/02/07 21:12:12+00,Payne.Ringling,2341.94394140063,96447.074564424
2979,SF-VL,,,, , ,0,1706.85280018,2.25,{7E41363D-C85E-46DE-91F2-761D896688EF},2020/02/07 21:12:12+00,Payne.Ringling,1706.85291244703,97974.8382096079
2980,CC,,,, , ,0,2830.37078341,11.58,{E73F0CB9-5B85-472A-A5CD-203D18CB3356},2020/02/07 21:12:12+00,Payne.Ringling,2830.37052774883,504311.940816226
2981,EDGE,,,,Yes, ,0,2423.79061347,4.05,{3BBDAE46-A842-4F47-A123-C93EDF32591F},2020/02/07 21:12:12+00,Payne.Ringling,2419.28719994576,220380.00699917
2982,BAYFRONT,,,,Yes, ,0,1540.44321211,2.72,{D0E63F61-1203-4E4E-824E-9C1812A8F166},2020/02/07 21:12:12+00,Payne.Ringling,1540.44319388016,118619.271576939
2983,EDGE,,,,Yes, ,0,1207.06673275,1.75,{4166C355-844C-4C83-BE79-4529BCDD0AD6},2020/02/07 21:12:12+00,Payne.Ringling,1207.06733630664,76333.2406221938
2984,EDGE,,,,Yes, ,0,1808.22411623,2.77,{58FE90CA-3574-4C7D-8031-6B012661D013},2020/02/07 21:12:12+00,Payne.Ringling,1808.22366994428,120615.053218391
2985,EDGE,,,,Yes, ,0,1436.14576041,2.12,{06E4127A-4BEF-4882-A8D0-6413B8F9DEFD},2020/02/07 21:12:12+00,Payne.Ringling,1436.1456520764,92213.158627256
2986,EDGE,,,,Yes, ,0,989.62525583,1.14,{B921ECEA-867E-48D2-856F-F906DC67AE96},2020/02/07 21:12:12+00,Payne.Ringling,989.625514177851,49745.4986886918
2987,EDGE,,,,Yes, ,0,1044.06275998,1.32,{87F87165-7F28-49CE-A9A4-D7C1507FBCBE},2020/02/07 21:12:12+00,Payne.Ringling,1044.06280471745,57649.1252104341
2988,EDGE,,,,Yes, ,0,1627.42962151,1.69,{DBFA805B-9348-4715-89F7-95AB857D88BA},2020/02/07 21:12:12+00,Payne.Ringling,1627.42945806093,73423.4226721562
2989,EDGE,,,,Yes, ,0,2053.1521872,3.92,{CCD2357C-8E27-40CF-97A0-EB045A37FC3A},2020/02/07 21:12:12+00,Payne.Ringling,2085.46599041816,173909.180701293
2990,EDGE,,,,Yes, ,0,776.00166378,0.61,{44BD87A5-4AF9-4E99-A470-8EB88DE1823D},2020/02/07 21:12:12+00,Payne.Ringling,776.00180040663,26400.1532978757
2991,EDGE,,,,Yes, ,0,889.64595238,0.78,{BDD406A2-4C4F-4FE9-8EE7-13134FCE18DA},2020/02/07 21:12:12+00,Payne.Ringling,889.645871966697,33982.9447568243
2992,MF-MED,,,, , ,0,2506.77166345,8.89,{1FC4A0AE-7DCF-41F3-B76B-BA803BC78AE7},2020/02/07 21:12:12+00,Payne.Ringling,2506.77209305547,387103.172308006
2993,SF-LOW,,,, , ,0,2578.45918211,3.54,{D47900DE-7C3F-4F8F-8EC6-B0443D32CB47},2020/02/07 21:12:12+00,Payne.Ringling,2578.45877128719,154149.984283918
2994,SF-LOW,,,, , ,0,2911.66038326,4.11,{75E761D9-1E32-4BDA-8D35-6394EB104CFB},2020/02/07 21:12:12+00,Payne.Ringling,2911.65991620218,178815.860895175
2995,SF-LOW,,,, , ,0,2714.5417626,2.7,{7C677D3C-99B4-4779-927E-E6F542BBB9FF},2020/02/07 21:12:12+00,Payne.Ringling,2714.54174846896,117750.764212194
2996,OPEN,,,, , ,0,791.8849054,0.58,{4C10AB05-36DD-4EB1-AABD-E3D694BE0553},2020/02/07 21:12:12+00,Payne.Ringling,791.884793467279,25448.1631401243
2997,SF-LOW,,,, , ,0,3735.45055473,5.72,{D731D4B3-92DE-4A95-B8E2-95D7A482E9AD},2020/02/07 21:12:12+00,Payne.Ringling,3735.45158207376,249161.056740367
2998,SF-LOW,,,, , ,0,3010.22939988,6.17,{E3CCE225-A65E-456C-B236-1FACAB5E739E},2020/02/07 21:12:12+00,Payne.Ringling,3010.22897767541,268729.862716754
2999,SF-LOW,,,, , ,0,5265.45381624,9.56,{D4295971-21E3-425C-ABAF-AD5DFCF03213},2020/02/07 21:12:12+00,Payne.Ringling,5265.45280740028,416397.328015279
3000,OPEN,,,, , ,0,2028.97494523,2.18,{8B928F87-118F-4617-8FF4-ED80B151CA00},2020/02/07 21:12:12+00,Payne.Ringling,2028.97492898062,94910.8398582481
3001,SF-LOW,,,, , ,0,2923.76112051,5.72,{80AA7DBA-C4E4-4D92-942F-5A3D87CA3647},2020/02/07 21:12:12+00,Payne.Ringling,2923.76093185151,249050.117981155
